40	chr2L	-	122614	130791	123128	130551	8	122614,123693,123855,124086,125076,126109,128799,130507,	123629,123794,124024,124920,125266,126227,128942,130791,	CG3164-RC
41	chr2L	-	122614	129241	123128	128983	8	122614,123080,123693,123855,124086,125076,126109,128799,	122994,123629,123794,124024,124920,125266,126227,129241,	CG3164-RB
42	chr2L	+	132059	134472	132482	133682	1	132059,	134472,	CG2718-RC
43	chr2L	+	132059	134472	132482	133682	2	132059,132475,	132255,134472,	CG2718-RB
44	chr2L	-	138694	139385	138694	139336	2	138694,139255,	139198,139385,	CG31976-RA
45	chr2L	-	139470	140933	139470	140933	3	139470,139740,140149,	139687,139954,140933,	CG31975-RA
46	chr2L	-	141073	142977	141129	142487	4	141073,141395,141661,142723,	141340,141609,142662,142977,	CG31974-RA
47	chr2L	+	143375	144227	143377	144094	1	143375,	144227,	CG11454-RA
48	chr2L	-	144232	153288	144373	153106	6	144232,147348,147510,148337,148878,151114,	145910,147454,147710,148825,149226,153288,	CG42399-RA
49	chr2L	-	153534	155321	153676	155247	2	153534,155127,	155059,155321,	CG3709-RA
50	chr2L	+	155336	156017	155571	155950	3	155336,155566,155857,	155429,155784,156017,	CG11455-RA
51	chr2L	+	155336	156017	155571	155950	2	155336,155857,	155784,156017,	CG11455-RB
52	chr2L	+	156028	156625	156240	156560	2	156028,156422,	156348,156625,	CG3436-RB
53	chr2L	+	156028	157666	156240	157541	3	156028,156422,156735,	156348,156552,157666,	CG3436-RA
54	chr2L	-	157943	158603	157943	158603	2	157943,158435,	158375,158603,	CG33635-RA
55	chr2L	+	159033	203251	162822	201414	11	159033,162591,183760,185151,186192,187481,199636,200119,200375,200741,201126,	159819,163001,185082,186123,187016,199575,199743,200315,200675,201061,203251,	CG18497-RB
56	chr2L	+	159039	203251	162822	201414	12	159039,162591,183760,185151,186192,187481,199636,199902,200119,200375,200741,201126,	159823,163001,185082,186123,187016,199575,199743,199983,200315,200675,201061,203251,	CG18497-RA
57	chr2L	+	182870	203251	183411	201414	10	182870,183760,185151,186192,187481,199636,200119,200375,200741,201126,	183419,185082,186123,187016,199575,199743,200315,200675,201061,203251,	CG18497-RC
58	chr2L	+	203783	204782	203869	204717	2	203783,203992,	203891,204782,	CG11488-RA
59	chr2L	-	204734	207297	205043	206044	4	204734,205271,206000,207230,	205212,205943,206050,207297,	CG11617-RA
60	chr2L	+	207398	210506	207511	209858	3	207398,207710,208728,	207631,208608,210506,	CG11490-RA
61	chr2L	-	210731	250795	212184	242287	18	210731,215033,215772,216076,216344,216631,226115,227371,228132,229172,230537,230757,231962,232291,233996,234236,242243,250756,	214942,215676,216007,216275,216573,218885,226508,227547,228281,229382,230627,231034,232101,232379,234174,242143,242744,250795,	CG3696-RA
62	chr2L	-	210731	250795	212184	242287	17	210731,215033,215772,216076,216344,216631,226115,227371,229172,230537,230757,231962,232291,233996,234236,242243,250756,	214942,215676,216007,216275,216573,218885,226508,228281,229382,230627,231034,232101,232379,234174,242143,242744,250795,	CG3696-RC
63	chr2L	-	210731	221946	212184	221643	7	210731,215033,215772,216076,216344,216631,221505,	214942,215676,216007,216275,216573,218885,221946,	CG3696-RB
64	chr2L	+	232513	233965	232571	233965	2	232513,233216,	233154,233965,	CG13693-RA
65	chr2L	-	251162	252331	251193	252317	5	251162,251526,251855,251978,252226,	251464,251801,251924,252166,252331,	CG11606-RA
66	chr2L	-	252588	271732	252662	254379	5	252588,253219,253445,253955,271628,	253145,253385,253890,254424,271732,	CG3645-RB
67	chr2L	-	252588	271732	252662	254379	5	252588,253219,253445,253955,271628,	253145,253385,253890,254397,271732,	CG3645-RA
68	chr2L	-	263781	266688	263781	266688	1	263781,	266688,	CG17075-RA
69	chr2L	+	269087	271626	269191	271314	3	269087,269457,270660,	269389,270606,271626,	CG3345-RA
70	chr2L	-	271900	274096	271966	273634	2	271900,272554,	272506,274096,	CG11604-RA
71	chr2L	+	273954	274766	273985	274651	1	273954,	274766,	CG11555-RA
72	chr2L	-	274946	277142	274946	277142	4	274946,275318,276738,276973,	275251,276497,276903,277142,	CG17078-RA
73	chr2L	+	277587	282167	277825	281514	6	277587,277929,278642,279184,279869,280109,	277863,278323,279124,279805,280040,282167,	CG11561-RA
74	chr2L	-	281969	283281	282171	283147	2	281969,282653,	282505,283281,	CG11601-RA
75	chr2L	-	283384	286527	283885	286498	3	283384,284747,286306,	284210,284968,286527,	CG3625-RA
76	chr2L	-	283384	285776	283885	285633	3	283384,284747,285432,	284210,284968,285776,	CG3625-RB
77	chr2L	-	283384	291010	283885	291010	3	283384,284747,290812,	284210,284968,291010,	CG3625-RC
78	chr2L	-	287251	288919	287401	288919	1	287251,	288919,	CG11592-RA
79	chr2L	+	292465	293222	292568	293002	2	292465,292716,	292660,293222,	CG11562-RA
80	chr2L	-	293336	294679	293621	294484	2	293336,294440,	294372,294679,	CG3582-RA
81	chr2L	+	295108	297413	295271	297049	4	295108,295345,295703,296976,	295280,295628,296811,297413,	CG2720-RA
82	chr2L	+	297881	303955	298402	302659	3	297881,299032,302025,	298403,299918,303955,	CG2699-RA
83	chr2L	+	305940	346549	318027	345448	17	305940,317742,325677,334119,335414,336017,336348,337015,337937,339206,340709,342578,342865,344041,344554,345008,345214,	306389,318120,325824,334257,335548,336203,336546,337198,338118,339441,340855,342792,343729,344489,344947,345153,346549,	CG4574-RA
84	chr2L	+	305940	346549	318027	345448	17	305940,317742,325677,334119,335414,336017,336348,337015,337937,339206,340709,342578,342865,344023,344575,345008,345214,	306389,318120,325824,334257,335548,336203,336546,337198,338118,339441,340855,342792,343729,344489,344947,345153,346549,	CG4574-RC
85	chr2L	+	310199	346549	318027	345448	17	310199,317742,325677,334119,335414,336017,336348,337015,337937,339206,340709,342578,342865,344041,344554,345008,345214,	310605,318120,325824,334257,335548,336203,336546,337198,338118,339441,340855,342792,343729,344489,344947,345153,346549,	CG4574-RB
86	chr2L	+	310199	346549	318027	345448	17	310199,317742,325677,334119,335414,336017,336348,337015,337937,339206,340709,342578,342865,344023,344554,345008,345214,	310605,318120,325824,334257,335548,336203,336546,337198,338118,339441,340855,342792,343729,344489,344947,345153,346549,	CG4574-RD
87	chr2L	+	312342	346549	318027	345448	17	312342,317742,325677,334119,335414,336017,336348,337015,337937,339206,340709,342578,342865,344023,344554,345008,345214,	312378,318120,325824,334257,335548,336203,336546,337198,338118,339441,340855,342792,343729,344489,344947,345153,346549,	CG4574-RF
88	chr2L	-	318356	319254	318417	319233	1	318356,	319254,	CG11912-RA
89	chr2L	-	320278	321246	320387	321221	1	320278,	321246,	CG11911-RA
90	chr2L	+	322130	322985	322130	322985	1	322130,	322985,	CG33127-RA
91	chr2L	-	325519	329761	325870	329625	2	325519,328592,	326061,329761,	CG31920-RB
92	chr2L	-	327428	328518	327573	328293	1	327428,	328518,	CG33992-RA
93	chr2L	-	329990	332335	329990	332132	1	329990,	332335,	CG31921-RA
94	chr2L	-	355558	357868	355917	357686	4	355558,356366,356890,357422,	356312,356837,357191,357868,	CG11907-RA
95	chr2L	-	355558	357868	355917	357686	5	355558,356366,356890,357422,357815,	356312,356837,357191,357766,357868,	CG11907-RB
96	chr2L	+	378115	387439	384550	387270	5	378115,384510,385700,386307,386702,	378481,384894,385746,386576,387439,	CG3935-RA
97	chr2L	-	396594	402181	396733	401663	5	396594,399847,400522,400724,401006,	398866,400456,400667,400942,402181,	CG4213-RA
98	chr2L	+	404285	408049	404383	407894	3	404285,404535,406094,	404473,406035,408049,	CG4033-RA
99	chr2L	-	408021	414775	409387	413459	9	408021,409531,409789,410126,411128,411781,412446,413395,414442,	409465,409736,410073,411060,411718,412237,412658,413654,414775,	CG4260-RA
100	chr2L	-	408021	412885	409387	412824	8	408021,409531,409789,410126,411128,411781,412446,412724,	409465,409736,410073,411060,411718,412237,412658,412885,	CG4260-RB
101	chr2L	+	415068	418536	415388	417634	3	415068,415511,416788,	415446,416710,418536,	CG4063-RA
102	chr2L	-	418429	419642	418556	419600	1	418429,	419642,	CG13690-RA
103	chr2L	+	419930	420706	420074	420558	2	419930,420291,	420146,420706,	CG4087-RA
104	chr2L	-	420886	421407	420940	421366	1	420886,	421407,	CG11885-RA
105	chr2L	+	421799	422435	421799	422435	2	421799,422242,	422188,422435,	CG13692-RA
106	chr2L	+	423451	425291	423451	425291	4	423451,423915,424823,425072,	423845,424763,425012,425291,	CG13691-RA
107	chr2L	+	431252	448701	438424	447249	6	431252,438379,438581,443081,443225,446641,	432117,438516,438727,443161,446583,448701,	CG4114-RA
108	chr2L	-	448253	453023	449020	450794	5	448253,449229,449434,450665,452576,	449170,449320,450540,450878,453023,	CG4280-RA
109	chr2L	-	448253	453023	449020	450794	6	448253,449229,449434,450665,452576,452986,	449170,449320,450540,450878,452736,453023,	CG4280-RB
110	chr2L	+	453110	454654	453261	454385	2	453110,454329,	454270,454654,	CG4164-RA
111	chr2L	+	455542	458746	455800	458390	7	455542,456085,456288,456538,456796,457399,457627,	455827,456223,456468,456729,457338,457562,458746,	CG4133-RA
112	chr2L	-	460514	465607	460514	465607	2	460514,465567,	464941,465607,	CG4297-RB
113	chr2L	-	460514	465607	460514	465607	3	460514,462354,465567,	462099,464941,465607,	CG4297-RA
114	chr2L	+	473020	476176	473112	475802	7	473020,473222,474053,475035,475232,475915,476077,	473165,473994,474765,475178,475851,476015,476176,	CG4184-RA
115	chr2L	-	476436	479682	476986	479475	2	476436,479406,	478204,479682,	CG4427-RA
116	chr2L	-	476436	479046	476986	478030	1	476436,	479046,	CG4427-RB
117	chr2L	+	523466	540541	524037	539956	8	523466,525391,536022,537036,537548,537862,539309,539517,	524059,525436,536966,537431,537749,539249,539452,540541,	CG2762-RA
118	chr2L	-	541234	542572	541767	542247	2	541234,542429,	542350,542572,	CG3018-RA
119	chr2L	-	541234	542572	541767	542247	2	541234,542429,	542379,542572,	CG3018-RB
120	chr2L	-	542775	544627	543240	544542	3	542775,543415,544332,	543349,544266,544627,	CG11840-RA
121	chr2L	+	545147	547096	545191	546490	3	545147,545370,545815,	545306,545564,547096,	CG11822-RB
122	chr2L	+	545147	547096	545191	546953	4	545147,545370,545815,546564,	545306,545564,546443,547096,	CG11822-RA
123	chr2L	-	547413	549215	547413	549215	3	547413,547977,549025,	547900,548218,549215,	CG2914-RB
124	chr2L	-	547413	552454	547413	551857	3	547413,547977,551157,	547900,548218,552454,	CG2914-RA
125	chr2L	-	553936	558762	553936	558762	6	553936,554335,555509,557750,557942,558615,	554274,555446,557514,557882,558541,558762,	CG11838-RA
126	chr2L	-	553936	558762	553936	558762	6	553936,554335,555509,557721,557942,558615,	554274,555446,557665,557882,558541,558762,	CG11838-RB
127	chr2L	+	559610	560525	559698	560315	2	559610,560096,	560037,560525,	CG2789-RA
128	chr2L	-	560793	563181	560793	563181	1	560793,	563181,	CG11835-RA
129	chr2L	+	564169	566479	564226	566329	1	564169,	566479,	CG2794-RA
130	chr2L	-	566365	568162	566425	568064	4	566365,566497,566679,567088,	566438,566624,567030,568162,	CG2863-RA
131	chr2L	+	568345	572650	568405	572650	3	568345,568598,569347,	568433,569290,572650,	CG2807-RA
132	chr2L	-	573032	574232	573205	574135	1	573032,	574232,	CG13688-RA
133	chr2L	+	574512	575746	574640	575236	3	574512,574779,575143,	574698,575090,575746,	CG2813-RA
134	chr2L	-	575776	576586	575776	576586	3	575776,576080,576517,	576022,576404,576586,	CG13687-RA
135	chr2L	+	577487	579549	577992	579250	3	577487,578154,578483,	578033,578420,579549,	CG2819-RA
136	chr2L	-	583539	594810	584178	594810	4	583539,592271,593587,594785,	584445,592633,594391,594810,	CG2851-RB
137	chr2L	-	583539	594687	584178	594218	3	583539,592271,593587,	584445,592633,594687,	CG2851-RA
138	chr2L	+	602812	603562	602870	603339	2	602812,603073,	603006,603562,	CG13689-RA
139	chr2L	-	620432	621540	620432	621540	2	620432,621470,	621136,621540,	CG13686-RA
140	chr2L	+	624643	625453	624643	625453	1	624643,	625453,	CG2826-RA
141	chr2L	+	625662	628143	625662	628143	1	625662,	628143,	CG2839-RA
142	chr2L	-	640020	714968	640958	707766	12	640020,644436,647988,648478,648990,649933,652785,654246,655273,656711,705870,714274,	644314,645716,648361,648886,649765,650293,653288,654700,655866,657384,707867,714968,	CG17941-RA
143	chr2L	+	728411	730564	728507	730454	1	728411,	730564,	CG2830-RA
144	chr2L	-	737211	744395	738073	740947	8	737211,738320,738507,739444,740356,740799,743337,744195,	738268,738435,738837,740014,740690,740964,743623,744395,	CG3159-RA
145	chr2L	-	737211	741778	738555	740995	6	737211,738320,738503,739710,740356,740799,	738268,738435,738837,740014,740690,741778,	CG3159-RB
146	chr2L	+	752799	762142	753118	760913	10	752799,754486,755020,755828,756667,757127,757799,758846,759230,759678,	753730,754630,755296,756080,757030,757429,757938,759122,759549,762142,	CG3022-RA
147	chr2L	+	756349	762142	756676	760913	6	756349,757127,757799,758846,759230,759678,	757030,757429,757938,759122,759549,762142,	CG3022-RB
148	chr2L	+	773574	774020	773594	773918	1	773574,	774020,	CG12506-RA
149	chr2L	+	776535	776892	776541	776841	1	776535,	776892,	CG13946-RA
150	chr2L	+	779203	779563	779203	779563	1	779203,	779563,	CG13947-RA
151	chr2L	+	780481	782886	781296	782824	4	780481,782123,782237,782494,	782048,782181,782441,782886,	CG13948-RA
152	chr2L	+	784335	786161	784420	786139	1	784335,	786161,	CG3544-RA
153	chr2L	-	786152	790795	786259	790629	5	786152,786478,786732,788241,790488,	786422,786664,788178,788612,790795,	CG3324-RA
154	chr2L	+	810645	811432	810645	811432	4	810645,810808,811088,811258,	810758,811021,811203,811432,	CG31658-RA
155	chr2L	+	811631	813389	811635	813311	2	811631,812561,	812496,813389,	CG3561-RA
156	chr2L	-	813311	815951	813456	815831	5	813311,813950,814242,815274,815474,	813893,814184,815221,815421,815951,	CG3883-RA
157	chr2L	+	816082	816976	816082	816976	1	816082,	816976,	CG3639-RA
158	chr2L	-	817045	818445	817045	817898	2	817045,817243,	817182,818445,	CG15880-RA
159	chr2L	-	818074	819492	818506	819334	2	818074,818703,	818643,819492,	CG3876-RA
160	chr2L	+	819963	821209	820078	820969	1	819963,	821209,	CG3642-RA
161	chr2L	+	821417	824341	821551	823776	3	821417,822857,823636,	821659,823569,824341,	CG3662-RA
162	chr2L	+	821417	824341	822899	823776	2	821417,823636,	823569,824341,	CG3662-RB
163	chr2L	-	824325	825810	824432	825797	1	824325,	825810,	CG3862-RA
164	chr2L	+	825963	833245	829535	831923	6	825963,829456,830144,830737,831176,831713,	826507,829971,830349,831083,831626,833245,	CG3727-RC
165	chr2L	+	825963	833245	829535	831923	6	825963,829421,830144,830737,831176,831713,	826507,829971,830349,831083,831626,833245,	CG3727-RB
166	chr2L	+	825963	833245	829949	831923	6	825963,829304,830144,830737,831176,831713,	826507,829971,830349,831083,831626,833245,	CG3727-RA
167	chr2L	-	833583	851061	834284	850068	5	833583,834973,835352,836545,849898,	834578,835290,835547,837378,851061,	CG3365-RB
168	chr2L	-	833583	842691	834284	837338	5	833583,834973,835352,836545,842613,	834578,835290,835547,837378,842691,	CG3365-RA
169	chr2L	-	833586	842691	834544	837338	5	833586,834973,835352,836545,842613,	834583,835290,835547,837378,842691,	CG3365-RC
170	chr2L	-	834689	851061	834993	850068	5	834689,835214,835352,836545,849898,	835105,835290,835547,837378,851061,	CG3365-RD
171	chr2L	-	834689	851096	834943	851096	5	834689,835352,836545,849898,851074,	835290,835547,837378,850427,851096,	CG3365-RE
172	chr2L	-	851244	852709	851442	852629	4	851244,851717,852498,852627,	851659,852442,852571,852709,	CG4291-RA
173	chr2L	+	852766	854539	852935	854383	3	852766,853191,853544,	853005,853278,854539,	CG3943-RA
174	chr2L	+	855336	856236	855549	856107	3	855336,855686,855867,	855623,855810,856236,	CG13949-RA
175	chr2L	+	860320	861696	860320	861696	3	860320,860763,861428,	860409,861357,861696,	CG13950-RA
176	chr2L	-	861848	868352	862165	864745	6	861848,862318,862562,864194,864397,868031,	862258,862498,864134,864338,864794,868352,	CG4276-RD
177	chr2L	-	861848	868013	862165	864745	6	861848,862318,862562,864194,864397,867813,	862258,862498,864134,864338,864794,868013,	CG4276-RC
178	chr2L	-	861848	865861	862165	864908	7	861848,862318,862562,864194,864397,864876,865826,	862258,862498,864134,864338,864794,865060,865861,	CG4276-RA
179	chr2L	-	868674	869911	868738	869776	1	868674,	869911,	CG4258-RA
180	chr2L	+	870463	877050	871573	876737	5	870463,871640,871805,872207,875037,	871576,871738,872080,873539,877050,	CG33526-RD
181	chr2L	+	870463	874153	871809	873718	4	870463,871340,871805,872207,	870552,871738,872080,874153,	CG33526-RC
182	chr2L	+	870463	874153	871573	873718	5	870463,871340,871640,871805,872207,	870552,871576,871738,872080,874153,	CG33526-RB
183	chr2L	+	871095	874153	871573	873718	5	871095,871340,871640,871805,872207,	871274,871576,871738,872080,874153,	CG33526-RA
184	chr2L	+	877292	878270	877361	878173	2	877292,877969,	877871,878270,	CG3966-RA
185	chr2L	-	878174	885052	878280	885052	14	878174,878391,878837,879864,880973,881647,882047,882659,883095,883364,884255,884441,884721,884907,	878334,878773,879799,880914,881585,881947,882604,883039,883297,884185,884388,884652,884846,885052,	CG15824-RA
186	chr2L	+	898646	901320	898731	901169	2	898646,899009,	898941,901320,	CG4178-RA
187	chr2L	+	914089	917805	914122	917736	11	914089,914337,914552,914799,915057,915324,915507,915814,916281,916706,917466,	914279,914493,914615,915003,915269,915447,915750,916231,916653,917387,917805,	CG4226-RC
188	chr2L	+	922794	958100	930334	957452	12	922794,930064,943434,950491,951586,952255,953395,956248,956403,956859,957051,957278,	923219,930423,943500,950578,952142,953333,953510,956334,956792,956944,957209,958100,	CG4341-RB
189	chr2L	+	922794	958100	930334	957452	11	922794,930064,950491,951586,952255,953395,956248,956403,956859,957051,957278,	923219,930423,950578,952142,953333,953510,956334,956792,956944,957209,958100,	CG4341-RA
190	chr2L	-	1011402	1048053	1012714	1034176	13	1011402,1014045,1014549,1014776,1015034,1015314,1015992,1016138,1017710,1019267,1033686,1046809,1047955,	1012753,1014484,1014716,1014974,1015256,1015927,1016076,1017641,1017768,1019321,1034190,1047022,1048053,	CG31795-RB
191	chr2L	-	1012638	1043225	1013952	1033628	12	1012638,1012912,1014549,1014776,1015034,1015314,1015992,1016138,1017710,1019267,1033624,1042963,	1012730,1014484,1014716,1014974,1015256,1015927,1016076,1017641,1017768,1019321,1034190,1043225,	CG31795-RA
192	chr2L	-	1026106	1026897	1026275	1026785	1	1026106,	1026897,	CG4375-RA
193	chr2L	+	1037234	1038685	1037378	1038422	2	1037234,1038578,	1038506,1038685,	CG4415-RA
194	chr2L	-	1050876	1077811	1052037	1062146	5	1050876,1052330,1052565,1061233,1077651,	1052265,1052495,1053053,1062213,1077811,	CG4385-RA
195	chr2L	-	1050876	1077811	1052037	1062146	5	1050876,1052330,1052565,1061233,1076834,	1052265,1052495,1053053,1062213,1077811,	CG4385-RB
196	chr2L	+	1077979	1080809	1078034	1080710	3	1077979,1078624,1079120,	1078568,1079065,1080809,	CG4426-RA
197	chr2L	+	1080912	1083384	1081243	1082871	5	1080912,1081577,1081976,1082119,1082788,	1081427,1081920,1082056,1082665,1083384,	CG4428-RA
198	chr2L	-	1083089	1102506	1084018	1087678	8	1083089,1084893,1085200,1085523,1085743,1085926,1087618,1102322,	1084836,1085136,1085309,1085680,1085861,1086026,1088106,1102506,	CG4629-RA
199	chr2L	-	1083089	1102506	1084018	1087678	9	1083089,1084893,1085200,1085523,1085743,1085926,1087618,1101920,1102322,	1084836,1085136,1085309,1085680,1085861,1086026,1088106,1101968,1102506,	CG4629-RB
200	chr2L	-	1083091	1102504	1084018	1085799	9	1083091,1084893,1085200,1085523,1085743,1085926,1087694,1101920,1102322,	1084836,1085136,1085309,1085680,1085861,1086026,1088106,1101968,1102504,	CG4629-RC
201	chr2L	+	1099550	1102506	1099779	1102276	2	1099550,1102152,	1099949,1102506,	CG34016-RA
202	chr2L	-	1103482	1108369	1103690	1108202	8	1103482,1103878,1105158,1106355,1107160,1107372,1107811,1108015,	1103820,1105101,1106298,1107106,1107316,1107757,1107949,1108369,	CG4644-RA
203	chr2L	+	1108538	1112702	1108700	1112643	7	1108538,1109962,1110479,1111263,1111453,1112027,1112505,	1109895,1110423,1110674,1111397,1111967,1112444,1112702,	CG14339-RA
204	chr2L	+	1112987	1114140	1112987	1113950	4	1112987,1113203,1113558,1113825,	1113152,1113501,1113765,1114140,	CG14340-RA
205	chr2L	-	1114651	1128953	1115733	1128345	5	1114651,1116440,1117443,1128128,1128803,	1115943,1116690,1117516,1128345,1128953,	CG4710-RB
206	chr2L	-	1114651	1119139	1115733	1117499	4	1114651,1116440,1117443,1118565,	1115943,1116690,1117516,1119139,	CG4710-RA
207	chr2L	+	1129234	1132413	1129488	1131953	3	1129234,1129818,1131263,	1129505,1131181,1132413,	CG4552-RA
208	chr2L	-	1132329	1134120	1132477	1134073	1	1132329,	1134120,	CG4715-RA
209	chr2L	+	1134701	1141156	1134858	1139956	5	1134701,1138620,1139123,1139482,1139831,	1135081,1139067,1139385,1139763,1141156,	CG4577-RA
210	chr2L	+	1143202	1147395	1143370	1147075	4	1143202,1145443,1146538,1146892,	1143410,1146472,1146825,1147395,	CG4726-RA
211	chr2L	+	1147832	1149454	1147864	1149376	1	1147832,	1149454,	CG4749-RA
